,Model,Best_model_params,RMSE,R2,Top_20_genes_pc1
SZ4TA2,Ridge,{'alpha': 1.0},0.9261679459074867,0.02365975733572412,"['MT-CO1', 'MT-CO2', 'MT-CYB', 'MT-RNR2', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'KRT6A', 'KRT19', 'S100A9', 'MT-TS1', 'AC107016.2']"
StemRegenin 1,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",0.8290576142242261,0.08909773063159832,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT5', 'KRT17', 'KRT19', 'KRT18', 'KRT8', 'MT-TS1', 'AC107016.1']"
TG-100-115,RandomForestRegressor,{'n_estimators': 200},0.8380209296281452,0.06683555839862731,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT5', 'KRT17', 'KRT18', 'KRT8', 'KRT6A', 'KRT14']"
TG-101348,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",1.08241135512318,0.1640987331706264,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT5', 'KRT19', 'KRT18', 'KRT6A', 'KRT8', 'LCN2']"
TGX-221,BayesianRidge,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",1.043594833537274,-0.020134593532125322,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT6A', 'KRT8', 'KRT18', 'KRT14']"
TPCA-1,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",1.2798724042057683,0.1869346233153183,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'KRT17', 'FTH1', 'AC107016.1', 'KRT5']"
TW-37,SVR,"{'C': 0.1, 'kernel': 'linear'}",1.5081551425927968,0.15966648608507128,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT8', 'KRT18', 'FTH1', 'KRT5', 'KRT14']"
UNC0321,QuantileRegressor,{'alpha': 1.0},0.7186893284586438,-0.0005305985147032732,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT18', 'KRT8', 'KRT6A', 'LCN2', 'KRT5']"
UNC0638,SGDRegressor,{'alpha': 0.001},1.2308743951213283,0.12087560692297983,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT8', 'LCN2', 'KRT18', 'KRT6A']"
UNC0638:navitoclax (1:1 mol/mol),RandomForestRegressor,{'n_estimators': 200},2.040353899562854,0.13172978271313973,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT6A', 'KRT14', 'KRT18', 'KRT8']"
VAF-347,HuberRegressor,{'epsilon': 1.1},0.9466092978546704,0.07957069568508657,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT8', 'KRT17', 'KRT6A', 'KRT5', 'KRT18', 'KRT14']"
VER-155008,LinearRegression,{'fit_intercept': True},1.172360948216503,0.05447584341158129,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT8', 'KRT18', 'LCN2', 'AC107016.1', 'MT-TS1']"
VU0155056,DecisionTreeRegressor,{'max_depth': 3},1.0068569261162417,0.018435956993028246,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT5', 'KRT18', 'KRT8', 'FTH1', 'AC107016.1']"
VX-680,HuberRegressor,{'epsilon': 1.1},2.1985626014709254,0.24155393184049734,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND3', 'MT-ND6', 'MT-ND1', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'MT-TS1', 'S100A9', 'AC107016.2', 'KRT17', 'KRT19', 'KRT8', 'KRT18', 'S100A7']"
WAY-362450,SVR,"{'C': 0.1, 'kernel': 'linear'}",0.897505957132741,0.009139489104130094,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT18', 'KRT8', 'AC107016.1', 'MT-TS1']"
WP1130,SVR,"{'C': 0.1, 'kernel': 'linear'}",0.9107190587123958,0.1699083384865886,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT14', 'KRT6A', 'LCN2', 'KRT8']"
WZ4002,SGDRegressor,{'alpha': 0.001},1.1051349746525543,0.03654053609477059,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT5', 'KRT14', 'KRT18', 'KRT8', 'KRT6A']"
WZ8040,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 10},1.4585983623288417,0.026712300876608697,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT18', 'KRT8', 'KRT5', 'AC107016.1', 'KRT6A']"
XL765,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",1.0651466494423043,0.0072627855066421665,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT18', 'KRT8', 'LCN2', 'KRT6A']"
YK 4-279,SVR,"{'C': 0.1, 'kernel': 'linear'}",1.0628303905598826,0.27957116440573215,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT14', 'KRT6A', 'LCN2', 'KRT18']"
YL54,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",0.8369880597624713,8.304326461383571e-05,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'FTH1', 'KRT17', 'AC107016.1', 'KRT5']"
YM-155,ExtraTreesRegressor,{'n_estimators': 200},2.1464292895575037,0.09190282665614136,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT5', 'KRT17', 'KRT8', 'KRT18', 'AC107016.1', 'MTND1P23']"
ZSTK474,RandomForestRegressor,{'n_estimators': 200},1.8425861838883264,0.02661673285797128,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'KRT14', 'KRT6A']"
abiraterone,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",1.0075799219246546,-0.12074842374866535,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'CTD-2328D6.1', 'AC107016.2', 'FTH1', 'LCN2', 'KRT8', 'KRT18', 'FN1', 'KRT19']"
afatinib,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",1.7841305907455667,0.1451458234425228,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT8', 'KRT18', 'AC107016.1', 'KRT14']"
alisertib,ExtraTreesRegressor,{'n_estimators': 100},2.214677818144167,0.2868416960974939,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT6A', 'KRT18', 'KRT14', 'LCN2']"
alisertib:navitoclax (2:1 mol/mol),ExtraTreesRegressor,{'n_estimators': 200},2.430276256863357,0.11088979696067147,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT6A', 'MT-TS1', 'MTND1P23', 'KRT18']"
alvocidib,HuberRegressor,{'epsilon': 1.35},1.468892012027336,0.3676468343545066,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT5', 'KRT17', 'KRT6A', 'AC107016.2', 'KRT14', 'KRT18', 'KRT8']"
apicidin,ExtraTreesRegressor,{'n_estimators': 200},1.5911179328251213,0.36344342067020685,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'KRT17', 'KRT5', 'AC107016.1', 'LCN2']"
austocystin D,ExtraTreesRegressor,{'n_estimators': 200},2.8750220650789755,0.08816079946522715,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT6A', 'KRT18', 'KRT8', 'KRT14']"
avicin D,ARDRegression,"{'alpha_1': 1e-05, 'alpha_2': 1e-06}",1.581940436074422,0.048106464636439306,"['MT-CO2', 'MT-CO1', 'MT-CYB', 'MT-RNR2', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT14', 'KRT5', 'KRT19', 'KRT17', 'KRT6A', 'AC107016.2', 'KRT18', 'KRT8']"
avrainvillamide,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 10},1.2217106658121508,0.16311786598381683,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT6A', 'KRT14', 'AC107016.2', 'KRT18', 'LCN2']"
axitinib,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-06, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",1.4600206708420949,0.22865827193488786,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT8', 'KRT18', 'KRT6A', 'FTH1']"
azacitidine,QuantileRegressor,{'alpha': 1.0},0.9369670271679789,-0.0016975097511355841,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT14', 'KRT18', 'KRT6A', 'KRT8']"
bafilomycin A1,LassoLars,{'alpha': 1.0},1.639910027252511,-5.387665247269524e-08,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND3', 'MT-ND1', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'MT-TS1', 'S100A9', 'KRT17', 'KRT19', 'AC107016.2', 'S100A7', 'KRT6A', 'SCGB2A2']"
barasertib,ElasticNet,{'alpha': 0.1},2.540052791972069,0.2635887787022372,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT19', 'KRT17', 'KRT5', 'KRT6A', 'KRT14', 'FTH1', 'AC107016.2', 'MT-TS1']"
bardoxolone methyl,SGDRegressor,{'alpha': 0.001},1.3370552723894948,0.14541054540520704,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'AC107016.2', 'KRT6A', 'KRT18', 'KRT8', 'KRT14']"
belinostat,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",1.2386028843562256,0.46402696641566443,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT5', 'KRT14', 'KRT17', 'KRT18', 'KRT8', 'KRT6A']"
bendamustine,ExtraTreesRegressor,{'n_estimators': 200},1.0038391737939751,0.0929711507429567,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT19', 'KRT6A', 'KRT14', 'AC107016.2', 'KRT18', 'LCN2']"
betulinic acid,SVR,"{'C': 0.1, 'kernel': 'linear'}",1.178572735252047,0.005558783987523852,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT5', 'KRT8', 'KRT14', 'KRT18', 'KRT6A']"
bexarotene,RandomForestRegressor,{'n_estimators': 200},1.3215239488992274,0.14219219259867555,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT5', 'KRT18', 'KRT14', 'KRT8', 'KRT6A']"
birinapant,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-05}",2.5712630355848716,-0.0037502029791043334,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT19', 'AC107016.2', 'KRT14', 'KRT18', 'KRT6A', 'KRT8']"
blebbistatin,QuantileRegressor,{'alpha': 1.0},0.8119938327198057,-4.933347914581887e-05,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'MTND1P23', 'MT-TS1', 'KRT17', 'CD24P4', 'ALDH1A1', 'LCN2', 'TACSTD2']"
bleomycin A2,LassoLars,{'alpha': 1.0},2.104371754527269,-4.081036485170664e-05,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'AC107016.2', 'KRT6A', 'KRT18', 'KRT8']"
bortezomib,CatBoostRegressor,{'iterations': 200},1.1615819247176828,0.10739896130726334,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'FTH1', 'KRT18', 'KRT17', 'AC107016.1', 'KRT5']"
bosutinib,RandomForestRegressor,{'n_estimators': 200},1.3109378264246108,0.12005735548885244,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT8', 'KRT18', 'KRT6A', 'KRT14']"
brefeldin A,HuberRegressor,{'epsilon': 1.1},1.9529093180251151,0.039736444493101764,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'KRT6A', 'KRT19', 'MT-TS1', 'AC107016.2', 'MTND1P23']"
brivanib,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",1.2970363806851377,0.06561984233343732,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT5', 'KRT17', 'KRT19', 'AC107016.2', 'KRT14', 'KRT8', 'KRT18', 'KRT6A']"
cabozantinib,CatBoostRegressor,{'iterations': 200},1.5721775087742116,0.1284114541178465,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT5', 'KRT18', 'KRT8', 'LCN2', 'AC107016.1']"
canertinib,SGDRegressor,{'alpha': 0.0001},1.8980281491728324,0.1708012194281665,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT18', 'KRT8', 'KRT6A', 'FTH1']"
carboplatin,QuantileRegressor,{'alpha': 0.1},0.9381624286789285,-0.001916135881328218,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'FTH1', 'LCN2', 'KRT5']"
carboplatin:UNC0638 (2:1 mol/mol),OrthogonalMatchingPursuit,{'n_nonzero_coefs': 5},1.2738070483120423,0.10688029988214187,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT6A', 'LCN2', 'KRT18', 'KRT8', 'KRT5']"
carboplatin:etoposide (40:17 mol/mol),ExtraTreesRegressor,{'n_estimators': 100},1.4569171922478588,0.3474525177535994,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'LCN2', 'KRT8', 'KRT18', 'KRT6A', 'AC107016.1']"
cediranib,ExtraTreesRegressor,{'n_estimators': 200},1.734789543471886,0.1017131744872185,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND6', 'MT-ND3', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT14', 'KRT19', 'KRT17', 'KRT6A', 'AC107016.2', 'TACSTD2', 'KRT18']"
ceranib-2,ExtraTreesRegressor,{'n_estimators': 200},1.3358272547445484,0.33945735544959776,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'FTH1', 'KRT8', 'KRT18', 'KRT5', 'AC107016.1']"
cerulenin,HuberRegressor,{'epsilon': 1.35},0.8219167716725577,0.34080870321930046,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT8', 'KRT18', 'KRT5', 'KRT14', 'KRT6A']"
chlorambucil,ExtraTreesRegressor,{'n_estimators': 200},1.5200614414102491,0.282742898180103,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT19', 'AC107016.2', 'KRT17', 'KRT6A', 'KRT14', 'KRT18', 'KRT8']"
ciclopirox,ExtraTreesRegressor,{'n_estimators': 200},1.2268088096398992,0.2860250405502176,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'KRT19', 'AC107016.2', 'KRT6A', 'KRT18', 'LCN2']"
ciclosporin,SVR,"{'C': 0.1, 'kernel': 'linear'}",1.2455352752171207,0.045999384013124645,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'KRT5', 'AC107016.2', 'KRT14', 'KRT6A', 'KRT18', 'KRT8']"
cimetidine,QuantileRegressor,{'alpha': 1.0},0.7830658356365552,-0.07555382457773141,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'RP5-857K21.7', 'KRT5', 'KRT17', 'MTND1P23', 'KRT19', 'KRT14', 'GSTP1', 'KRT6A']"
